"V1" "V2"
"orthoMCL3667" "3" "c_3"
"orthoMCL3668" "3" "c_3"
"orthoMCL3669" "3" "c_3"
"orthoMCL3670" "3" "c_3"
"orthoMCL3671" "3" "c_3"
"orthoMCL3672" "3" "c_3"
"orthoMCL3673" "3" "c_3"
"orthoMCL3674" "3" "c_3"
"orthoMCL3675" "3" "c_3"
"orthoMCL3676" "3" "c_3"
"orthoMCL3677" "3" "c_3"
"orthoMCL3678" "3" "c_3"
"orthoMCL3679" "3" "c_3"
"orthoMCL3680" "3" "c_3"
"orthoMCL3681" "3" "c_3"
"orthoMCL3682" "3" "c_3"
"orthoMCL3683" "3" "c_3"
"orthoMCL3684" "3" "c_3"
"orthoMCL3685" "3" "c_3"
"orthoMCL3686" "3" "c_3"
"orthoMCL3687" "3" "c_3"
"orthoMCL3688" "3" "c_3"
"orthoMCL3689" "3" "c_3"
"orthoMCL3690" "3" "c_3"
"orthoMCL3691" "3" "c_3"
"orthoMCL3692" "3" "c_3"
"orthoMCL3693" "3" "c_3"
"orthoMCL3694" "3" "c_3"
"orthoMCL3695" "3" "c_3"
"orthoMCL3696" "3" "c_3"
"orthoMCL3697" "3" "c_3"
"orthoMCL3698" "3" "c_3"
"orthoMCL3699" "3" "c_3"
"orthoMCL3700" "3" "c_3"
"orthoMCL3701" "3" "c_3"
"orthoMCL3702" "3" "c_3"
"orthoMCL3703" "3" "c_3"
"orthoMCL3704" "3" "c_3"
"orthoMCL3705" "3" "c_3"
"orthoMCL3706" "3" "c_3"
"orthoMCL3707" "3" "c_3"
"orthoMCL3708" "3" "c_3"
"orthoMCL3709" "3" "c_3"
"orthoMCL3710" "3" "c_3"
"orthoMCL3711" "3" "c_3"
"orthoMCL3712" "3" "c_3"
"orthoMCL3713" "3" "c_3"
"orthoMCL3714" "3" "c_3"
"orthoMCL3715" "3" "c_3"
"orthoMCL3716" "3" "c_3"
"orthoMCL3717" "3" "c_3"
"orthoMCL3718" "3" "c_3"
"orthoMCL3719" "3" "c_3"
"orthoMCL3720" "3" "c_3"
"orthoMCL3721" "3" "c_3"
"orthoMCL3722" "3" "c_3"
"orthoMCL3723" "3" "c_3"
"orthoMCL3724" "3" "c_3"
"orthoMCL3725" "3" "c_3"
"orthoMCL3726" "3" "c_3"
"orthoMCL3727" "3" "c_3"
"orthoMCL3728" "3" "c_3"
"orthoMCL3729" "3" "c_3"
"orthoMCL3730" "3" "c_3"
"orthoMCL3731" "3" "c_3"
"orthoMCL3732" "3" "c_3"
"orthoMCL3733" "3" "c_3"
"orthoMCL3734" "3" "c_3"
"orthoMCL3735" "3" "c_3"
"orthoMCL3736" "3" "c_3"
"orthoMCL3737" "3" "c_3"
"orthoMCL3738" "3" "c_3"
"orthoMCL3739" "3" "c_3"
"orthoMCL3740" "3" "c_3"
"orthoMCL3741" "3" "c_3"
"orthoMCL3742" "3" "c_3"
"orthoMCL3743" "3" "c_3"
"orthoMCL3744" "3" "c_3"
"orthoMCL3745" "3" "c_3"
"orthoMCL3746" "3" "c_3"
"orthoMCL3747" "3" "c_3"
"orthoMCL3748" "3" "c_3"
"orthoMCL3749" "3" "c_3"
"orthoMCL3750" "3" "c_3"
"orthoMCL3751" "3" "c_3"
"orthoMCL3752" "3" "c_3"
"orthoMCL3753" "3" "c_3"
"orthoMCL3754" "3" "c_3"
"orthoMCL3755" "3" "c_3"
"orthoMCL3756" "3" "c_3"
"orthoMCL3757" "3" "c_3"
"orthoMCL3758" "3" "c_3"
"orthoMCL3759" "3" "c_3"
"orthoMCL3760" "3" "c_3"
"orthoMCL3761" "3" "c_3"
"orthoMCL3762" "3" "c_3"
"orthoMCL3763" "3" "c_3"
"orthoMCL3764" "3" "c_3"
"orthoMCL3765" "3" "c_3"
"orthoMCL3766" "3" "c_3"
"orthoMCL3767" "3" "c_3"
"orthoMCL3768" "3" "c_3"
"orthoMCL3769" "3" "c_3"
"orthoMCL3770" "3" "c_3"
"orthoMCL3771" "3" "c_3"
"orthoMCL3772" "3" "c_3"
"orthoMCL3773" "3" "c_3"
"orthoMCL3774" "3" "c_3"
"orthoMCL3775" "3" "c_3"
"orthoMCL3776" "3" "c_3"
"orthoMCL3777" "3" "c_3"
"orthoMCL3778" "3" "c_3"
"orthoMCL3779" "3" "c_3"
"orthoMCL3780" "3" "c_3"
"orthoMCL3781" "3" "c_3"
"orthoMCL3782" "3" "c_3"
"orthoMCL3783" "3" "c_3"
"orthoMCL3784" "3" "c_3"
"orthoMCL3785" "3" "c_3"
"orthoMCL3786" "3" "c_3"
"orthoMCL3787" "3" "c_3"
"orthoMCL3788" "3" "c_3"
"orthoMCL3789" "3" "c_3"
"orthoMCL3790" "3" "c_3"
"orthoMCL3791" "3" "c_3"
"orthoMCL3792" "3" "c_3"
"orthoMCL3793" "3" "c_3"
"orthoMCL3794" "3" "c_3"
"orthoMCL3795" "3" "c_3"
"orthoMCL3796" "3" "c_3"
"orthoMCL3797" "3" "c_3"
"orthoMCL3798" "3" "c_3"
"orthoMCL3799" "3" "c_3"
"orthoMCL3800" "3" "c_3"
"orthoMCL3801" "3" "c_3"
"orthoMCL3802" "3" "c_3"
"orthoMCL3803" "3" "c_3"
"orthoMCL3804" "3" "c_3"
"orthoMCL3805" "3" "c_3"
"orthoMCL3806" "3" "c_3"
"orthoMCL3807" "3" "c_3"
"orthoMCL3808" "3" "c_3"
"orthoMCL3809" "3" "c_3"
"orthoMCL3810" "3" "c_3"
"orthoMCL3811" "3" "c_3"
"orthoMCL3812" "3" "c_3"
"orthoMCL3813" "3" "c_3"
"orthoMCL3814" "3" "c_3"
"orthoMCL3815" "3" "c_3"
"orthoMCL3816" "3" "c_3"
"orthoMCL3817" "3" "c_3"
"orthoMCL3818" "3" "c_3"
"orthoMCL3819" "3" "c_3"
"orthoMCL3820" "3" "c_3"
"orthoMCL3821" "3" "c_3"
"orthoMCL3822" "3" "c_3"
"orthoMCL3823" "3" "c_3"
"orthoMCL3824" "3" "c_3"
"orthoMCL3825" "3" "c_3"
"orthoMCL3826" "3" "c_3"
"orthoMCL3827" "3" "c_3"
"orthoMCL3828" "3" "c_3"
"orthoMCL3829" "3" "c_3"
"orthoMCL3830" "3" "c_3"
"orthoMCL3831" "3" "c_3"
"orthoMCL3832" "3" "c_3"
"orthoMCL3833" "3" "c_3"
"orthoMCL3834" "3" "c_3"
"orthoMCL3835" "3" "c_3"
"orthoMCL3836" "3" "c_3"
"orthoMCL3837" "3" "c_3"
"orthoMCL3838" "3" "c_3"
"orthoMCL3839" "3" "c_3"
"orthoMCL3840" "3" "c_3"
"orthoMCL3841" "3" "c_3"
"orthoMCL3842" "3" "c_3"
"orthoMCL3843" "3" "c_3"
"orthoMCL3844" "3" "c_3"
"orthoMCL3845" "3" "c_3"
"orthoMCL3846" "3" "c_3"
"orthoMCL3847" "3" "c_3"
"orthoMCL3848" "3" "c_3"
"orthoMCL3849" "3" "c_3"
"orthoMCL3850" "3" "c_3"
"orthoMCL3851" "3" "c_3"
"orthoMCL3852" "3" "c_3"
"orthoMCL3853" "3" "c_3"
"orthoMCL3854" "3" "c_3"
"orthoMCL3855" "3" "c_3"
"orthoMCL3856" "3" "c_3"
"orthoMCL3857" "3" "c_3"
"orthoMCL3858" "3" "c_3"
"orthoMCL3859" "3" "c_3"
"orthoMCL3860" "3" "c_3"
"orthoMCL3861" "3" "c_3"
"orthoMCL3862" "3" "c_3"
"orthoMCL3863" "3" "c_3"
"orthoMCL3864" "3" "c_3"
"orthoMCL3865" "3" "c_3"
"orthoMCL3866" "3" "c_3"
"orthoMCL3867" "3" "c_3"
"orthoMCL3868" "3" "c_3"
"orthoMCL3869" "3" "c_3"
"orthoMCL3870" "3" "c_3"
"orthoMCL3871" "3" "c_3"
"orthoMCL3872" "3" "c_3"
"orthoMCL3873" "3" "c_3"
"orthoMCL3874" "3" "c_3"
"orthoMCL3875" "3" "c_3"
"orthoMCL3876" "3" "c_3"
"orthoMCL3877" "3" "c_3"
"orthoMCL3878" "3" "c_3"
"orthoMCL3879" "3" "c_3"
"orthoMCL3880" "3" "c_3"
"orthoMCL3881" "3" "c_3"
"orthoMCL3882" "3" "c_3"
"orthoMCL3883" "3" "c_3"
"orthoMCL3884" "3" "c_3"
"orthoMCL3885" "3" "c_3"
"orthoMCL3886" "3" "c_3"
"orthoMCL3887" "3" "c_3"
"orthoMCL3888" "3" "c_3"
"orthoMCL3889" "3" "c_3"
"orthoMCL3890" "3" "c_3"
"orthoMCL3891" "3" "c_3"
"orthoMCL3892" "3" "c_3"
"orthoMCL3893" "3" "c_3"
"orthoMCL3894" "3" "c_3"
"orthoMCL3895" "3" "c_3"
"orthoMCL3896" "3" "c_3"
"orthoMCL3897" "3" "c_3"
"orthoMCL3898" "3" "c_3"
"orthoMCL3899" "3" "c_3"
"orthoMCL3900" "3" "c_3"
"orthoMCL3901" "3" "c_3"
"orthoMCL3902" "3" "c_3"
"orthoMCL3903" "3" "c_3"
"orthoMCL3904" "3" "c_3"
"orthoMCL3905" "3" "c_3"
"orthoMCL3906" "3" "c_3"
"orthoMCL3907" "3" "c_3"
"orthoMCL3908" "3" "c_3"
"orthoMCL3909" "3" "c_3"
"orthoMCL3910" "3" "c_3"
"orthoMCL3911" "3" "c_3"
"orthoMCL3912" "3" "c_3"
"orthoMCL3913" "3" "c_3"
"orthoMCL3914" "3" "c_3"
"orthoMCL3915" "3" "c_3"
"orthoMCL3916" "3" "c_3"
"orthoMCL3917" "3" "c_3"
"orthoMCL3918" "3" "c_3"
"orthoMCL3919" "3" "c_3"
"orthoMCL3920" "3" "c_3"
"orthoMCL3921" "3" "c_3"
"orthoMCL3922" "3" "c_3"
"orthoMCL3923" "3" "c_3"
"orthoMCL3924" "3" "c_3"
"orthoMCL3925" "3" "c_3"
"orthoMCL3926" "3" "c_3"
"orthoMCL3927" "3" "c_3"
"orthoMCL3928" "3" "c_3"
"orthoMCL3929" "3" "c_3"
"orthoMCL3930" "3" "c_3"
"orthoMCL3931" "3" "c_3"
"orthoMCL3932" "3" "c_3"
"orthoMCL3933" "3" "c_3"
"orthoMCL3934" "3" "c_3"
"orthoMCL3935" "3" "c_3"
"orthoMCL3936" "3" "c_3"
"orthoMCL3937" "3" "c_3"
"orthoMCL3938" "3" "c_3"
"orthoMCL3939" "3" "c_3"
"orthoMCL3940" "3" "c_3"
"orthoMCL3941" "3" "c_3"
"orthoMCL3942" "3" "c_3"
"orthoMCL3943" "3" "c_3"
"orthoMCL3944" "3" "c_3"
"orthoMCL3945" "3" "c_3"
"orthoMCL3946" "3" "c_3"
"orthoMCL3947" "3" "c_3"
"orthoMCL3948" "3" "c_3"
"orthoMCL3949" "3" "c_3"
"orthoMCL3950" "3" "c_3"
"orthoMCL3951" "3" "c_3"
"orthoMCL3952" "3" "c_3"
"orthoMCL3953" "3" "c_3"
"orthoMCL3954" "3" "c_3"
"orthoMCL3955" "3" "c_3"
"orthoMCL3956" "3" "c_3"
"orthoMCL3957" "3" "c_3"
"orthoMCL3958" "3" "c_3"
"orthoMCL3959" "3" "c_3"
"orthoMCL3960" "3" "c_3"
"orthoMCL3961" "3" "c_3"
"orthoMCL3962" "3" "c_3"
"orthoMCL3963" "3" "c_3"
"orthoMCL3964" "3" "c_3"
"orthoMCL3965" "3" "c_3"
"orthoMCL3966" "3" "c_3"
"orthoMCL3967" "3" "c_3"
"orthoMCL3968" "3" "c_3"
"orthoMCL3969" "3" "c_3"
"orthoMCL3970" "3" "c_3"
"orthoMCL3971" "3" "c_3"
"orthoMCL3972" "3" "c_3"
"orthoMCL3973" "3" "c_3"
"orthoMCL3974" "3" "c_3"
"orthoMCL3975" "3" "c_3"
"orthoMCL3976" "3" "c_3"
"orthoMCL3977" "3" "c_3"
"orthoMCL3978" "3" "c_3"
"orthoMCL3979" "3" "c_3"
"orthoMCL3980" "3" "c_3"
"orthoMCL3981" "3" "c_3"
"orthoMCL3982" "3" "c_3"
"orthoMCL3983" "3" "c_3"
"orthoMCL3984" "3" "c_3"
"orthoMCL3985" "3" "c_3"
"orthoMCL3986" "3" "c_3"
"orthoMCL3987" "3" "c_3"
"orthoMCL3988" "3" "c_3"
"orthoMCL3989" "3" "c_3"
"orthoMCL3990" "3" "c_3"
"orthoMCL3991" "3" "c_3"
"orthoMCL3992" "3" "c_3"
"orthoMCL3993" "3" "c_3"
"orthoMCL3994" "3" "c_3"
"orthoMCL3995" "3" "c_3"
"orthoMCL3996" "3" "c_3"
"orthoMCL3997" "3" "c_3"
"orthoMCL3998" "3" "c_3"
"orthoMCL3999" "3" "c_3"
"orthoMCL4000" "3" "c_3"
"orthoMCL4001" "3" "c_3"
"orthoMCL4002" "3" "c_3"
"orthoMCL4003" "3" "c_3"
"orthoMCL4004" "3" "c_3"
"orthoMCL4005" "3" "c_3"
"orthoMCL4006" "3" "c_3"
"orthoMCL4007" "3" "c_3"
"orthoMCL4008" "3" "c_3"
"orthoMCL4009" "3" "c_3"
"orthoMCL4010" "3" "c_3"
"orthoMCL4011" "3" "c_3"
"orthoMCL4012" "3" "c_3"
"orthoMCL4013" "3" "c_3"
"orthoMCL4014" "3" "c_3"
"orthoMCL4015" "3" "c_3"
"orthoMCL4016" "3" "c_3"
"orthoMCL4017" "3" "c_3"
"orthoMCL4018" "3" "c_3"
"orthoMCL4019" "3" "c_3"
"orthoMCL4020" "3" "c_3"
"orthoMCL4021" "3" "c_3"
"orthoMCL4022" "3" "c_3"
"orthoMCL4023" "3" "c_3"
"orthoMCL4024" "3" "c_3"
"orthoMCL4025" "3" "c_3"
"orthoMCL4026" "3" "c_3"
"orthoMCL4027" "3" "c_3"
"orthoMCL4028" "3" "c_3"
"orthoMCL4029" "3" "c_3"
"orthoMCL4030" "3" "c_3"
"orthoMCL4031" "3" "c_3"
"orthoMCL4032" "3" "c_3"
"orthoMCL4033" "3" "c_3"
"orthoMCL4034" "3" "c_3"
"orthoMCL4035" "3" "c_3"
"orthoMCL4036" "3" "c_3"
"orthoMCL4037" "3" "c_3"
"orthoMCL4038" "3" "c_3"
"orthoMCL4039" "3" "c_3"
"orthoMCL4040" "3" "c_3"
"orthoMCL4041" "3" "c_3"
"orthoMCL4042" "3" "c_3"
"orthoMCL4043" "3" "c_3"
"orthoMCL4044" "3" "c_3"
"orthoMCL4045" "3" "c_3"
"orthoMCL4046" "3" "c_3"
"orthoMCL4047" "3" "c_3"
"orthoMCL4048" "3" "c_3"
"orthoMCL4049" "3" "c_3"
"orthoMCL4050" "3" "c_3"
"orthoMCL4051" "3" "c_3"
"orthoMCL4052" "3" "c_3"
"orthoMCL4053" "3" "c_3"
"orthoMCL4054" "3" "c_3"
"orthoMCL4055" "3" "c_3"
"orthoMCL4056" "3" "c_3"
"orthoMCL4057" "3" "c_3"
"orthoMCL4058" "3" "c_3"
"orthoMCL4059" "3" "c_3"
"orthoMCL4060" "3" "c_3"
"orthoMCL4061" "3" "c_3"
"orthoMCL4062" "3" "c_3"
"orthoMCL4063" "3" "c_3"
"orthoMCL4064" "3" "c_3"
"orthoMCL4065" "3" "c_3"
"orthoMCL4066" "3" "c_3"
"orthoMCL4067" "3" "c_3"
"orthoMCL4068" "3" "c_3"
"orthoMCL4069" "3" "c_3"
"orthoMCL4070" "3" "c_3"
"orthoMCL4071" "3" "c_3"
"orthoMCL4072" "3" "c_3"
"orthoMCL4073" "3" "c_3"
"orthoMCL4074" "3" "c_3"
"orthoMCL4075" "3" "c_3"
"orthoMCL4076" "3" "c_3"
"orthoMCL4077" "3" "c_3"
"orthoMCL4078" "3" "c_3"
"orthoMCL4079" "3" "c_3"
"orthoMCL4080" "3" "c_3"
"orthoMCL4081" "3" "c_3"
"orthoMCL4082" "3" "c_3"
"orthoMCL4083" "3" "c_3"
"orthoMCL4084" "3" "c_3"
"orthoMCL4085" "3" "c_3"
"orthoMCL4086" "3" "c_3"
"orthoMCL4087" "3" "c_3"
"orthoMCL4088" "3" "c_3"
"orthoMCL4089" "3" "c_3"
"orthoMCL4090" "3" "c_3"
"orthoMCL4091" "3" "c_3"
"orthoMCL4092" "3" "c_3"
"orthoMCL4093" "3" "c_3"
"orthoMCL4094" "3" "c_3"
"orthoMCL4095" "3" "c_3"
"orthoMCL4096" "3" "c_3"
"orthoMCL4097" "3" "c_3"
"orthoMCL4098" "3" "c_3"
"orthoMCL4099" "3" "c_3"
"orthoMCL4100" "3" "c_3"
"orthoMCL4101" "3" "c_3"
"orthoMCL4102" "3" "c_3"
"orthoMCL4103" "3" "c_3"
"orthoMCL4104" "3" "c_3"
"orthoMCL4105" "3" "c_3"
"orthoMCL4106" "3" "c_3"
"orthoMCL4107" "3" "c_3"
"orthoMCL4108" "3" "c_3"
"orthoMCL4109" "3" "c_3"
"orthoMCL4110" "3" "c_3"
"orthoMCL4111" "3" "c_3"
"orthoMCL4112" "3" "c_3"
"orthoMCL4113" "3" "c_3"
"orthoMCL4114" "3" "c_3"
"orthoMCL4115" "3" "c_3"
"orthoMCL4116" "3" "c_3"
"orthoMCL4117" "3" "c_3"
"orthoMCL4118" "3" "c_3"
"orthoMCL4119" "3" "c_3"
"orthoMCL4120" "3" "c_3"
"orthoMCL4121" "3" "c_3"
"orthoMCL4122" "3" "c_3"
"orthoMCL4123" "3" "c_3"
"orthoMCL4124" "3" "c_3"
"orthoMCL4125" "3" "c_3"
"orthoMCL4126" "3" "c_3"
"orthoMCL4127" "3" "c_3"
"orthoMCL4128" "3" "c_3"
"orthoMCL4129" "3" "c_3"
"orthoMCL4130" "3" "c_3"
"orthoMCL4131" "3" "c_3"
"orthoMCL4132" "3" "c_3"
"orthoMCL4133" "3" "c_3"
"orthoMCL4134" "3" "c_3"
"orthoMCL4135" "3" "c_3"
"orthoMCL4136" "3" "c_3"
"orthoMCL4137" "3" "c_3"
"orthoMCL4138" "3" "c_3"
"orthoMCL4139" "3" "c_3"
"orthoMCL4140" "3" "c_3"
"orthoMCL4141" "3" "c_3"
"orthoMCL4142" "3" "c_3"
"orthoMCL4143" "3" "c_3"
"orthoMCL4144" "3" "c_3"
"orthoMCL4145" "3" "c_3"
"orthoMCL4146" "3" "c_3"
"orthoMCL4147" "3" "c_3"
"orthoMCL4148" "3" "c_3"
"orthoMCL4149" "3" "c_3"
"orthoMCL4150" "3" "c_3"
"orthoMCL4151" "3" "c_3"
"orthoMCL4152" "3" "c_3"
"orthoMCL4153" "3" "c_3"
"orthoMCL4154" "3" "c_3"
"orthoMCL4155" "3" "c_3"
"orthoMCL4156" "3" "c_3"
"orthoMCL4157" "3" "c_3"
"orthoMCL4158" "3" "c_3"
"orthoMCL4159" "3" "c_3"
"orthoMCL4160" "3" "c_3"
"orthoMCL4161" "3" "c_3"
"orthoMCL4162" "3" "c_3"
"orthoMCL4163" "3" "c_3"
"orthoMCL4164" "3" "c_3"
"orthoMCL4165" "3" "c_3"
"orthoMCL4166" "3" "c_3"
"orthoMCL4167" "3" "c_3"
"orthoMCL4168" "3" "c_3"
"orthoMCL4169" "3" "c_3"
"orthoMCL4170" "3" "c_3"
"orthoMCL4171" "3" "c_3"
"orthoMCL4172" "3" "c_3"
"orthoMCL4173" "3" "c_3"
"orthoMCL4174" "3" "c_3"
"orthoMCL4175" "3" "c_3"
"orthoMCL4176" "3" "c_3"
"orthoMCL4177" "3" "c_3"
"orthoMCL4178" "3" "c_3"
"orthoMCL4179" "3" "c_3"
"orthoMCL4180" "3" "c_3"
"orthoMCL4181" "3" "c_3"
"orthoMCL4182" "3" "c_3"
"orthoMCL4183" "3" "c_3"
"orthoMCL4184" "3" "c_3"
"orthoMCL4185" "3" "c_3"
"orthoMCL4186" "3" "c_3"
"orthoMCL4187" "3" "c_3"
"orthoMCL4188" "3" "c_3"
"orthoMCL4189" "3" "c_3"
"orthoMCL4190" "3" "c_3"
"orthoMCL4191" "3" "c_3"
"orthoMCL4192" "3" "c_3"
"orthoMCL4193" "3" "c_3"
"orthoMCL4194" "3" "c_3"
"orthoMCL4195" "3" "c_3"
"orthoMCL4196" "3" "c_3"
"orthoMCL4197" "3" "c_3"
"orthoMCL4198" "3" "c_3"
"orthoMCL4199" "3" "c_3"
"orthoMCL4200" "3" "c_3"
"orthoMCL4201" "3" "c_3"
"orthoMCL4202" "3" "c_3"
"orthoMCL4203" "3" "c_3"
"orthoMCL4204" "3" "c_3"
"orthoMCL4205" "3" "c_3"
"orthoMCL4206" "3" "c_3"
"orthoMCL4207" "3" "c_3"
"orthoMCL4208" "3" "c_3"
"orthoMCL4209" "3" "c_3"
"orthoMCL4210" "3" "c_3"
"orthoMCL4211" "3" "c_3"
"orthoMCL4212" "3" "c_3"
"orthoMCL4213" "3" "c_3"
"orthoMCL4214" "3" "c_3"
"orthoMCL4215" "3" "c_3"
"orthoMCL4216" "3" "c_3"
"orthoMCL4217" "3" "c_3"
"orthoMCL4218" "3" "c_3"
"orthoMCL4219" "3" "c_3"
"orthoMCL4220" "3" "c_3"
"orthoMCL4221" "3" "c_3"
"orthoMCL4222" "3" "c_3"
"orthoMCL4223" "3" "c_3"
"orthoMCL4224" "3" "c_3"
"orthoMCL4225" "3" "c_3"
"orthoMCL4226" "3" "c_3"
"orthoMCL4227" "3" "c_3"
"orthoMCL4228" "3" "c_3"
"orthoMCL4229" "3" "c_3"
"orthoMCL4230" "3" "c_3"
"orthoMCL4231" "3" "c_3"
"orthoMCL4232" "3" "c_3"
"orthoMCL4233" "3" "c_3"
"orthoMCL4234" "3" "c_3"
"orthoMCL4235" "3" "c_3"
"orthoMCL4236" "3" "c_3"
"orthoMCL4237" "3" "c_3"
"orthoMCL4238" "3" "c_3"
"orthoMCL4239" "3" "c_3"
"orthoMCL4240" "3" "c_3"
"orthoMCL4241" "3" "c_3"
"orthoMCL4242" "3" "c_3"
"orthoMCL4243" "3" "c_3"
"orthoMCL4244" "3" "c_3"
"orthoMCL4245" "3" "c_3"
"orthoMCL4246" "3" "c_3"
"orthoMCL4247" "3" "c_3"
"orthoMCL4248" "3" "c_3"
"orthoMCL4249" "3" "c_3"
"orthoMCL4250" "3" "c_3"
"orthoMCL4251" "3" "c_3"
"orthoMCL4252" "3" "c_3"
"orthoMCL4253" "3" "c_3"
"orthoMCL4254" "3" "c_3"
"orthoMCL4255" "3" "c_3"
"orthoMCL4256" "3" "c_3"
"orthoMCL4257" "3" "c_3"
"orthoMCL4258" "3" "c_3"
"orthoMCL4259" "3" "c_3"
"orthoMCL4260" "3" "c_3"
"orthoMCL4261" "3" "c_3"
"orthoMCL4262" "3" "c_3"
"orthoMCL4263" "3" "c_3"
"orthoMCL4264" "3" "c_3"
"orthoMCL4265" "3" "c_3"
"orthoMCL4266" "3" "c_3"
"orthoMCL4267" "3" "c_3"
"orthoMCL4268" "3" "c_3"
"orthoMCL4269" "3" "c_3"
"orthoMCL4270" "3" "c_3"
"orthoMCL4271" "3" "c_3"
"orthoMCL4272" "3" "c_3"
"orthoMCL4273" "3" "c_3"
"orthoMCL4274" "3" "c_3"
"orthoMCL4275" "3" "c_3"
"orthoMCL4276" "3" "c_3"
"orthoMCL4277" "3" "c_3"
"orthoMCL4278" "3" "c_3"
"orthoMCL4279" "3" "c_3"
"orthoMCL4280" "3" "c_3"
"orthoMCL4281" "3" "c_3"
"orthoMCL4282" "3" "c_3"
"orthoMCL4283" "3" "c_3"
"orthoMCL4284" "3" "c_3"
"orthoMCL4285" "3" "c_3"
"orthoMCL4286" "3" "c_3"
"orthoMCL4287" "3" "c_3"
"orthoMCL4288" "3" "c_3"
"orthoMCL4289" "3" "c_3"
"orthoMCL4290" "3" "c_3"
"orthoMCL4291" "3" "c_3"
"orthoMCL4292" "3" "c_3"
"orthoMCL4293" "3" "c_3"
"orthoMCL4294" "3" "c_3"
"orthoMCL4295" "3" "c_3"
"orthoMCL4296" "3" "c_3"
"orthoMCL4297" "3" "c_3"
"orthoMCL4298" "3" "c_3"
"orthoMCL4299" "3" "c_3"
"orthoMCL4300" "3" "c_3"
"orthoMCL4301" "3" "c_3"
"orthoMCL4302" "3" "c_3"
"orthoMCL4303" "3" "c_3"
"orthoMCL4304" "3" "c_3"
"orthoMCL4305" "3" "c_3"
"orthoMCL4306" "3" "c_3"
"orthoMCL4307" "3" "c_3"
"orthoMCL4308" "3" "c_3"
"orthoMCL4309" "3" "c_3"
"orthoMCL4310" "3" "c_3"
"orthoMCL4311" "3" "c_3"
"orthoMCL4312" "3" "c_3"
"orthoMCL4313" "3" "c_3"
"orthoMCL4314" "3" "c_3"
"orthoMCL4315" "3" "c_3"
"orthoMCL4316" "3" "c_3"
"orthoMCL4317" "3" "c_3"
"orthoMCL4318" "3" "c_3"
"orthoMCL4319" "3" "c_3"
"orthoMCL4320" "3" "c_3"
"orthoMCL4321" "3" "c_3"
"orthoMCL4322" "3" "c_3"
"orthoMCL4323" "3" "c_3"
"orthoMCL4324" "3" "c_3"
"orthoMCL4325" "3" "c_3"
"orthoMCL4326" "3" "c_3"
"orthoMCL4327" "3" "c_3"
"orthoMCL4328" "3" "c_3"
"orthoMCL4329" "3" "c_3"
"orthoMCL4330" "3" "c_3"
"orthoMCL4331" "3" "c_3"
"orthoMCL4332" "3" "c_3"
"orthoMCL4333" "3" "c_3"
"orthoMCL4334" "3" "c_3"
"orthoMCL4335" "3" "c_3"
"orthoMCL4336" "3" "c_3"
"orthoMCL4337" "3" "c_3"
"orthoMCL4338" "3" "c_3"
"orthoMCL4339" "3" "c_3"
"orthoMCL4340" "3" "c_3"
"orthoMCL4341" "3" "c_3"
"orthoMCL4342" "3" "c_3"
"orthoMCL4343" "3" "c_3"
"orthoMCL4344" "3" "c_3"
"orthoMCL4345" "3" "c_3"
"orthoMCL4346" "3" "c_3"
"orthoMCL4347" "3" "c_3"
"orthoMCL4348" "3" "c_3"
"orthoMCL4349" "3" "c_3"
"orthoMCL4350" "3" "c_3"
"orthoMCL4351" "3" "c_3"
"orthoMCL4352" "3" "c_3"
"orthoMCL4353" "3" "c_3"
"orthoMCL4354" "3" "c_3"
"orthoMCL4355" "3" "c_3"
"orthoMCL4356" "3" "c_3"
"orthoMCL4357" "3" "c_3"
"orthoMCL4358" "3" "c_3"
"orthoMCL4359" "3" "c_3"
"orthoMCL4360" "3" "c_3"
"orthoMCL4361" "3" "c_3"
"orthoMCL4362" "3" "c_3"
"orthoMCL4363" "3" "c_3"
"orthoMCL4364" "3" "c_3"
"orthoMCL4365" "3" "c_3"
"orthoMCL4366" "3" "c_3"
"orthoMCL4367" "3" "c_3"
"orthoMCL4368" "3" "c_3"
"orthoMCL4369" "3" "c_3"
"orthoMCL4370" "3" "c_3"
"orthoMCL4371" "3" "c_3"
"orthoMCL4372" "3" "c_3"
"orthoMCL4373" "3" "c_3"
"orthoMCL4374" "3" "c_3"
"orthoMCL4375" "3" "c_3"
"orthoMCL4376" "3" "c_3"
"orthoMCL4377" "3" "c_3"
"orthoMCL4378" "3" "c_3"
"orthoMCL4379" "3" "c_3"
"orthoMCL4380" "3" "c_3"
"orthoMCL4381" "3" "c_3"
"orthoMCL4382" "3" "c_3"
"orthoMCL4383" "3" "c_3"
"orthoMCL4384" "3" "c_3"
"orthoMCL4385" "3" "c_3"
"orthoMCL4386" "3" "c_3"
"orthoMCL4387" "3" "c_3"
"orthoMCL4388" "3" "c_3"
"orthoMCL4389" "3" "c_3"
"orthoMCL4390" "3" "c_3"
"orthoMCL4391" "3" "c_3"
"orthoMCL4392" "3" "c_3"
"orthoMCL4393" "3" "c_3"
"orthoMCL4394" "3" "c_3"
"orthoMCL4395" "3" "c_3"
"orthoMCL4396" "3" "c_3"
"orthoMCL4397" "3" "c_3"
"orthoMCL4398" "3" "c_3"
"orthoMCL4399" "3" "c_3"
"orthoMCL4400" "3" "c_3"
"orthoMCL4401" "3" "c_3"
"orthoMCL4402" "3" "c_3"
