"dist" "gap" "cnt" "max" "mean"
"orthoMCL4458" 0 0 1 2 0.018018018018018
"orthoMCL4459" 0 0 1 2 0.018018018018018
"orthoMCL4460" 0 0 1 2 0.018018018018018
"orthoMCL4461" 0 0 1 2 0.018018018018018
"orthoMCL4462" 0 0 1 2 0.018018018018018
"orthoMCL4463" 0 0 1 2 0.018018018018018
"orthoMCL4464" 0 0 1 2 0.018018018018018
"orthoMCL4465" 0 0 1 2 0.018018018018018
"orthoMCL4466" 0 0 1 2 0.018018018018018
"orthoMCL4467" 0 0 1 2 0.018018018018018
"orthoMCL4468" 0 0 1 2 0.018018018018018
"orthoMCL4469" 0 0 1 2 0.018018018018018
"orthoMCL4470" 0 0 1 2 0.018018018018018
"orthoMCL4471" 0 0 1 2 0.018018018018018
"orthoMCL4472" 0 0 1 2 0.018018018018018
"orthoMCL4473" 0 0 1 2 0.018018018018018
"orthoMCL4474" 0 0 1 2 0.018018018018018
"orthoMCL4475" 0 0 1 2 0.018018018018018
"orthoMCL4476" 0 0 1 2 0.018018018018018
"orthoMCL4477" 0 0 1 2 0.018018018018018
"orthoMCL4478" 0 0 1 2 0.018018018018018
"orthoMCL4479" 0 0 1 2 0.018018018018018
"orthoMCL4480" 0 0 1 2 0.018018018018018
"orthoMCL4481" 0 0 1 2 0.018018018018018
"orthoMCL4482" 0 0 1 2 0.018018018018018
"orthoMCL4483" 0 0 1 2 0.018018018018018
"orthoMCL4484" 0 0 1 2 0.018018018018018
"orthoMCL4485" 0 0 1 2 0.018018018018018
"orthoMCL4486" 0 0 1 2 0.018018018018018
"orthoMCL4487" 0 0 1 2 0.018018018018018
"orthoMCL4488" 0 0 1 2 0.018018018018018
"orthoMCL4489" 0 0 1 2 0.018018018018018
"orthoMCL4490" 0 0 1 2 0.018018018018018
"orthoMCL4491" 0 0 1 2 0.018018018018018
"orthoMCL4492" 0 0 1 2 0.018018018018018
"orthoMCL4493" 0 0 1 2 0.018018018018018
"orthoMCL4494" 0 0 1 2 0.018018018018018
"orthoMCL4495" 0 0 1 2 0.018018018018018
"orthoMCL4496" 0 0 1 2 0.018018018018018
"orthoMCL4497" 0 0 1 2 0.018018018018018
"orthoMCL4498" 0 0 1 2 0.018018018018018
"orthoMCL4499" 0 0 1 2 0.018018018018018
"orthoMCL4500" 0 0 1 2 0.018018018018018
"orthoMCL4501" 0 0 1 2 0.018018018018018
"orthoMCL4502" 0 0 1 2 0.018018018018018
"orthoMCL4503" 0 0 1 2 0.018018018018018
"orthoMCL4504" 0 0 1 2 0.018018018018018
"orthoMCL4505" 0 0 1 2 0.018018018018018
"orthoMCL4506" 0 0 1 2 0.018018018018018
"orthoMCL4507" 0 0 1 2 0.018018018018018
"orthoMCL4508" 0 0 1 2 0.018018018018018
"orthoMCL4509" 0 0 1 2 0.018018018018018
"orthoMCL4510" 0 0 1 2 0.018018018018018
"orthoMCL4511" 0 0 1 2 0.018018018018018
"orthoMCL4512" 0 0 1 2 0.018018018018018
"orthoMCL4513" 0 0 1 2 0.018018018018018
"orthoMCL4514" 0 0 1 2 0.018018018018018
"orthoMCL4515" 0 0 1 2 0.018018018018018
"orthoMCL4516" 0 0 1 2 0.018018018018018
"orthoMCL4517" 0 0 1 2 0.018018018018018
"orthoMCL4518" 0 0 1 2 0.018018018018018
"orthoMCL4519" 0 0 1 2 0.018018018018018
"orthoMCL4520" 0 0 1 2 0.018018018018018
"orthoMCL4521" 0 0 1 2 0.018018018018018
"orthoMCL4522" 0 0 1 2 0.018018018018018
"orthoMCL4523" 0 0 1 2 0.018018018018018
"orthoMCL4524" 0 0 1 2 0.018018018018018
"orthoMCL4525" 0 0 1 2 0.018018018018018
"orthoMCL4526" 0 0 1 2 0.018018018018018
"orthoMCL4527" 0 0 1 2 0.018018018018018
"orthoMCL4528" 0 0 1 2 0.018018018018018
"orthoMCL4529" 0 0 1 2 0.018018018018018
"orthoMCL4530" 0 0 1 2 0.018018018018018
"orthoMCL4531" 0 0 1 2 0.018018018018018
"orthoMCL4532" 0 0 1 2 0.018018018018018
"orthoMCL4533" 0 0 1 2 0.018018018018018
"orthoMCL4534" 0 0 1 2 0.018018018018018
"orthoMCL4535" 0 0 1 2 0.018018018018018
"orthoMCL4536" 0 0 1 2 0.018018018018018
"orthoMCL4537" 0 0 1 2 0.018018018018018
"orthoMCL4538" 0 0 1 2 0.018018018018018
"orthoMCL4539" 0 0 1 2 0.018018018018018
"orthoMCL4540" 0 0 1 2 0.018018018018018
"orthoMCL4541" 0 0 1 2 0.018018018018018
"orthoMCL4542" 0 0 1 2 0.018018018018018
"orthoMCL4543" 0 0 1 2 0.018018018018018
"orthoMCL4544" 0 0 1 2 0.018018018018018
"orthoMCL4545" 0 0 1 2 0.018018018018018
"orthoMCL4546" 0 0 1 2 0.018018018018018
"orthoMCL4547" 0 0 1 2 0.018018018018018
"orthoMCL4548" 0 0 1 2 0.018018018018018
"orthoMCL4549" 0 0 1 2 0.018018018018018
"orthoMCL4550" 0 0 1 2 0.018018018018018
"orthoMCL4551" 0 0 1 2 0.018018018018018
"orthoMCL4552" 0 0 1 2 0.018018018018018
"orthoMCL4553" 0 0 1 2 0.018018018018018
"orthoMCL4554" 0 0 1 2 0.018018018018018
"orthoMCL4555" 0 0 1 2 0.018018018018018
"orthoMCL4556" 0 0 1 2 0.018018018018018
"orthoMCL4557" 0 0 1 2 0.018018018018018
"orthoMCL4558" 0 0 1 2 0.018018018018018
"orthoMCL4559" 0 0 1 2 0.018018018018018
"orthoMCL4560" 0 0 1 2 0.018018018018018
"orthoMCL4561" 0 0 1 2 0.018018018018018
"orthoMCL4562" 0 0 1 2 0.018018018018018
"orthoMCL4563" 0 0 1 2 0.018018018018018
"orthoMCL4564" 0 0 1 2 0.018018018018018
"orthoMCL4565" 0 0 1 2 0.018018018018018
"orthoMCL4566" 0 0 1 2 0.018018018018018
"orthoMCL4567" 0 0 1 2 0.018018018018018
"orthoMCL4568" 0 0 1 2 0.018018018018018
"orthoMCL4569" 0 0 1 2 0.018018018018018
"orthoMCL4570" 0 0 1 2 0.018018018018018
"orthoMCL4571" 0 0 1 2 0.018018018018018
"orthoMCL4572" 0 0 1 2 0.018018018018018
"orthoMCL4573" 0 0 1 2 0.018018018018018
"orthoMCL4574" 0 0 1 2 0.018018018018018
"orthoMCL4575" 0 0 1 2 0.018018018018018
"orthoMCL4576" 0 0 1 2 0.018018018018018
"orthoMCL4577" 0 0 1 2 0.018018018018018
"orthoMCL4578" 0 0 1 2 0.018018018018018
"orthoMCL4579" 0 0 1 2 0.018018018018018
"orthoMCL4580" 0 0 1 2 0.018018018018018
"orthoMCL4581" 0 0 1 2 0.018018018018018
"orthoMCL4582" 0 0 1 2 0.018018018018018
"orthoMCL4583" 0 0 1 2 0.018018018018018
"orthoMCL4584" 0 0 1 2 0.018018018018018
"orthoMCL4585" 0 0 1 2 0.018018018018018
"orthoMCL4586" 0 0 1 2 0.018018018018018
"orthoMCL4587" 0 0 1 2 0.018018018018018
"orthoMCL4588" 0 0 1 2 0.018018018018018
"orthoMCL4589" 0 0 1 2 0.018018018018018
"orthoMCL4590" 0 0 1 2 0.018018018018018
"orthoMCL4591" 0 0 1 2 0.018018018018018
"orthoMCL4592" 0 0 1 2 0.018018018018018
"orthoMCL4593" 0 0 1 2 0.018018018018018
"orthoMCL4594" 0 0 1 2 0.018018018018018
"orthoMCL4595" 0 0 1 2 0.018018018018018
"orthoMCL4596" 0 0 1 2 0.018018018018018
"orthoMCL4597" 0 0 1 2 0.018018018018018
"orthoMCL4598" 0 0 1 2 0.018018018018018
"orthoMCL4599" 0 0 1 2 0.018018018018018
"orthoMCL4600" 0 0 1 2 0.018018018018018
"orthoMCL4601" 0 0 1 2 0.018018018018018
"orthoMCL4602" 0 0 1 2 0.018018018018018
"orthoMCL4603" 0 0 1 2 0.018018018018018
"orthoMCL4604" 0 0 1 2 0.018018018018018
"orthoMCL4605" 0 0 1 2 0.018018018018018
"orthoMCL4606" 0 0 1 2 0.018018018018018
"orthoMCL4607" 0 0 1 2 0.018018018018018
"orthoMCL4608" 0 0 1 2 0.018018018018018
"orthoMCL4609" 0 0 1 2 0.018018018018018
"orthoMCL4610" 0 0 1 2 0.018018018018018
"orthoMCL4611" 0 0 2 1 0.018018018018018
"orthoMCL4612" 0 0 2 1 0.018018018018018
"orthoMCL4613" 0 0 2 1 0.018018018018018
"orthoMCL4614" 0 0 2 1 0.018018018018018
"orthoMCL4615" 0 0 2 1 0.018018018018018
"orthoMCL4616" 9.38083151964686 55 2 1 0.018018018018018
"orthoMCL4617" 0 0 2 1 0.018018018018018
"orthoMCL4618" 5.65685424949238 7 2 1 0.018018018018018
"orthoMCL4619" 0 0 2 1 0.018018018018018
"orthoMCL4620" 0 0 2 1 0.018018018018018
"orthoMCL4621" 0 0 2 1 0.018018018018018
"orthoMCL4622" 0 0 2 1 0.018018018018018
"orthoMCL4623" 0 0 2 1 0.018018018018018
"orthoMCL4624" 0 0 2 1 0.018018018018018
"orthoMCL4625" 0 0 2 1 0.018018018018018
"orthoMCL4626" 0 0 2 1 0.018018018018018
"orthoMCL4627" 0 0 2 1 0.018018018018018
"orthoMCL4628" 5.65685424949238 14 2 1 0.018018018018018
"orthoMCL4629" 0 0 2 1 0.018018018018018
"orthoMCL4630" 0 0 2 1 0.018018018018018
"orthoMCL4631" 7.21110255092798 48 2 1 0.018018018018018
"orthoMCL4632" 4 4 2 1 0.018018018018018
"orthoMCL4633" 4 12 2 1 0.018018018018018
"orthoMCL4634" 0 0 2 1 0.018018018018018
"orthoMCL4635" 0 0 2 1 0.018018018018018
"orthoMCL4636" 0 0 2 1 0.018018018018018
"orthoMCL4637" 0 0 2 1 0.018018018018018
"orthoMCL4638" 0 0 2 1 0.018018018018018
"orthoMCL4639" 0 0 2 1 0.018018018018018
"orthoMCL4640" 9.16515138991168 61 2 1 0.018018018018018
"orthoMCL4641" 0 0 2 1 0.018018018018018
"orthoMCL4642" 4 2 2 1 0.018018018018018
"orthoMCL4643" 6.32455532033676 15 2 1 0.018018018018018
"orthoMCL4644" 0 0 2 1 0.018018018018018
"orthoMCL4645" 0 0 2 1 0.018018018018018
"orthoMCL4646" 2 0 2 1 0.018018018018018
"orthoMCL4647" 2 1 2 1 0.018018018018018
"orthoMCL4648" 0 0 2 1 0.018018018018018
"orthoMCL4649" 4.47213595499958 1 2 1 0.018018018018018
"orthoMCL4650" 0 0 2 1 0.018018018018018
"orthoMCL4651" 0 0 2 1 0.018018018018018
"orthoMCL4652" 0 0 2 1 0.018018018018018
"orthoMCL4653" 0 0 2 1 0.018018018018018
"orthoMCL4654" 0 0 2 1 0.018018018018018
"orthoMCL4655" 0 0 2 1 0.018018018018018
"orthoMCL4656" 0 0 2 1 0.018018018018018
"orthoMCL4657" 3.46410161513775 2 2 1 0.018018018018018
"orthoMCL4658" 4.89897948556636 3 2 1 0.018018018018018
"orthoMCL4659" 0 0 2 1 0.018018018018018
"orthoMCL4660" 0 0 2 1 0.018018018018018
"orthoMCL4661" 0 0 2 1 0.018018018018018
"orthoMCL4662" 0 0 2 1 0.018018018018018
"orthoMCL4663" 2 1 2 1 0.018018018018018
"orthoMCL4664" 0 0 2 1 0.018018018018018
"orthoMCL4665" 3.46410161513775 5 2 1 0.018018018018018
"orthoMCL4666" 2 0 2 1 0.018018018018018
"orthoMCL4667" 4.89897948556636 3 2 1 0.018018018018018
"orthoMCL4668" 4.47213595499958 1 2 1 0.018018018018018
"orthoMCL4669" 0 0 2 1 0.018018018018018
"orthoMCL4670" 2 1 2 1 0.018018018018018
"orthoMCL4671" 0 0 2 1 0.018018018018018
"orthoMCL4672" 0 0 2 1 0.018018018018018
"orthoMCL4673" 6 19 2 1 0.018018018018018
"orthoMCL4674" 2 1 2 1 0.018018018018018
"orthoMCL4675" 4.89897948556636 4 2 1 0.018018018018018
"orthoMCL4676" 4.47213595499958 1 2 1 0.018018018018018
"orthoMCL4677" 0 0 2 1 0.018018018018018
"orthoMCL4678" 6.92820323027551 12 2 1 0.018018018018018
"orthoMCL4679" 0 0 2 1 0.018018018018018
"orthoMCL4680" 6.92820323027551 12 2 1 0.018018018018018
"orthoMCL4681" 0 0 2 1 0.018018018018018
"orthoMCL4682" 0 0 2 1 0.018018018018018
"orthoMCL4683" 0 0 2 1 0.018018018018018
"orthoMCL4684" 4 3 2 1 0.018018018018018
"orthoMCL4685" 6 18 2 1 0.018018018018018
"orthoMCL4686" 0 0 2 1 0.018018018018018
"orthoMCL4687" 4.89897948556636 3 2 1 0.018018018018018
"orthoMCL4688" 2.82842712474619 1 2 1 0.018018018018018
"orthoMCL4689" 6.32455532033676 7 2 1 0.018018018018018
"orthoMCL4690" 2 0 2 1 0.018018018018018
"orthoMCL4691" 0 0 2 1 0.018018018018018
"orthoMCL4692" 0 0 2 1 0.018018018018018
"orthoMCL4693" 0 0 2 1 0.018018018018018
"orthoMCL4694" 8.48528137423857 23 2 1 0.018018018018018
"orthoMCL4695" 2 3 2 1 0.018018018018018
"orthoMCL4696" 0 0 2 1 0.018018018018018
"orthoMCL4697" 0 0 2 1 0.018018018018018
"orthoMCL4698" 0 0 2 1 0.018018018018018
"orthoMCL4699" 0 0 2 1 0.018018018018018
"orthoMCL4700" 0 0 2 1 0.018018018018018
"orthoMCL4701" 0 0 2 1 0.018018018018018
"orthoMCL4702" 0 0 2 1 0.018018018018018
"orthoMCL4703" 0 0 2 1 0.018018018018018
"orthoMCL4704" 0 0 2 1 0.018018018018018
"orthoMCL4705" 0 0 2 1 0.018018018018018
"orthoMCL4706" 0 0 2 1 0.018018018018018
"orthoMCL4707" 4 4 2 1 0.018018018018018
"orthoMCL4708" 4 15 2 1 0.018018018018018
"orthoMCL4709" 0 0 2 1 0.018018018018018
"orthoMCL4710" 0 0 2 1 0.018018018018018
"orthoMCL4711" 4.47213595499958 5 2 1 0.018018018018018
"orthoMCL4712" 0 0 2 1 0.018018018018018
"orthoMCL4713" 5.29150262212918 13 2 1 0.018018018018018
"orthoMCL4714" 0 0 2 1 0.018018018018018
"orthoMCL4715" 0 0 2 1 0.018018018018018
"orthoMCL4716" 0 0 2 1 0.018018018018018
"orthoMCL4717" 4.89897948556636 16 2 1 0.018018018018018
"orthoMCL4718" 6.92820323027551 4 2 1 0.018018018018018
"orthoMCL4719" 0 0 2 1 0.018018018018018
"orthoMCL4720" 4.89897948556636 15 2 1 0.018018018018018
"orthoMCL4721" 0 0 2 1 0.018018018018018
"orthoMCL4722" 0 0 2 1 0.018018018018018
"orthoMCL4723" 6 6 2 1 0.018018018018018
"orthoMCL4724" 0 0 2 1 0.018018018018018
"orthoMCL4725" 0 0 2 1 0.018018018018018
"orthoMCL4726" 5.29150262212918 12 2 1 0.018018018018018
"orthoMCL4727" 0 0 2 1 0.018018018018018
"orthoMCL4728" 5.29150262212918 14 2 1 0.018018018018018
"orthoMCL4729" 3.46410161513775 18 2 1 0.018018018018018
"orthoMCL4730" 0 0 2 1 0.018018018018018
"orthoMCL4731" 0 0 2 1 0.018018018018018
"orthoMCL4732" 0 0 2 1 0.018018018018018
"orthoMCL4733" 0 0 2 1 0.018018018018018
"orthoMCL4734" 6.32455532033676 2 2 1 0.018018018018018
"orthoMCL4735" 0 0 2 1 0.018018018018018
"orthoMCL4736" 0 0 2 1 0.018018018018018
"orthoMCL4737" 6 8 2 1 0.018018018018018
"orthoMCL4738" 3.46410161513775 1 2 1 0.018018018018018
"orthoMCL4739" 0 0 2 1 0.018018018018018
"orthoMCL4740" 0 0 2 1 0.018018018018018
"orthoMCL4741" 0 0 2 1 0.018018018018018
"orthoMCL4742" 0 0 2 1 0.018018018018018
"orthoMCL4743" 0 0 2 1 0.018018018018018
"orthoMCL4744" 0 0 2 1 0.018018018018018
"orthoMCL4745" 0 0 2 1 0.018018018018018
"orthoMCL4746" 4 3 2 1 0.018018018018018
"orthoMCL4747" 0 0 2 1 0.018018018018018
"orthoMCL4748" 0 0 2 1 0.018018018018018
"orthoMCL4749" 0 0 2 1 0.018018018018018
"orthoMCL4750" 0 0 2 1 0.018018018018018
"orthoMCL4751" 0 0 2 1 0.018018018018018
"orthoMCL4752" 0 0 2 1 0.018018018018018
"orthoMCL4753" 0 0 2 1 0.018018018018018
"orthoMCL4754" 0 0 2 1 0.018018018018018
"orthoMCL4755" 0 0 2 1 0.018018018018018
"orthoMCL4756" 0 0 2 1 0.018018018018018
"orthoMCL4757" 0 0 2 1 0.018018018018018
"orthoMCL4758" 6.92820323027551 4 2 1 0.018018018018018
"orthoMCL4759" 3.46410161513775 1 2 1 0.018018018018018
"orthoMCL4760" 0 0 2 1 0.018018018018018
"orthoMCL4761" 0 0 2 1 0.018018018018018
"orthoMCL4762" 5.65685424949238 20 2 1 0.018018018018018
"orthoMCL4763" 0 0 2 1 0.018018018018018
"orthoMCL4764" 0 0 2 1 0.018018018018018
"orthoMCL4765" 0 0 2 1 0.018018018018018
"orthoMCL4766" 0 0 2 1 0.018018018018018
"orthoMCL4767" 0 0 2 1 0.018018018018018
"orthoMCL4768" 0 0 2 1 0.018018018018018
"orthoMCL4769" 0 0 2 1 0.018018018018018
"orthoMCL4770" 0 0 2 1 0.018018018018018
"orthoMCL4771" 0 0 2 1 0.018018018018018
"orthoMCL4772" 0 0 2 1 0.018018018018018
"orthoMCL4773" 0 0 2 1 0.018018018018018
"orthoMCL4774" 0 0 2 1 0.018018018018018
"orthoMCL4775" 0 0 2 1 0.018018018018018
"orthoMCL4776" 0 0 2 1 0.018018018018018
"orthoMCL4777" 0 0 2 1 0.018018018018018
"orthoMCL4778" 0 0 2 1 0.018018018018018
"orthoMCL4779" 0 0 2 1 0.018018018018018
"orthoMCL4780" 0 0 2 1 0.018018018018018
"orthoMCL4781" 6 20 2 1 0.018018018018018
"orthoMCL4782" 6.92820323027551 14 2 1 0.018018018018018
"orthoMCL4783" 0 0 2 1 0.018018018018018
"orthoMCL4784" 4.47213595499958 1 2 1 0.018018018018018
"orthoMCL4785" 2 0 2 1 0.018018018018018
"orthoMCL4786" 6.32455532033676 16 2 1 0.018018018018018
"orthoMCL4787" 0 0 2 1 0.018018018018018
"orthoMCL4788" 4.47213595499958 3 2 1 0.018018018018018
"orthoMCL4789" 2 0 2 1 0.018018018018018
"orthoMCL4790" 6.92820323027551 13 2 1 0.018018018018018
"orthoMCL4791" 0 0 2 1 0.018018018018018
"orthoMCL4792" 2 0 2 1 0.018018018018018
"orthoMCL4793" 3.46410161513775 1 2 1 0.018018018018018
"orthoMCL4794" 6 19 2 1 0.018018018018018
"orthoMCL4795" 4.47213595499958 1 2 1 0.018018018018018
"orthoMCL4796" 6 20 2 1 0.018018018018018
"orthoMCL4797" 3.46410161513775 1 2 1 0.018018018018018
"orthoMCL4798" 4 3 2 1 0.018018018018018
"orthoMCL4799" 7.74596669241483 8 2 1 0.018018018018018
"orthoMCL4800" 0 0 2 1 0.018018018018018
"orthoMCL4801" 4 3 2 1 0.018018018018018
"orthoMCL4802" 6 18 2 1 0.018018018018018
"orthoMCL4803" 0 0 2 1 0.018018018018018
"orthoMCL4804" 0 0 2 1 0.018018018018018
"orthoMCL4805" 0 0 2 1 0.018018018018018
"orthoMCL4806" 2 0 2 1 0.018018018018018
"orthoMCL4807" 0 0 2 1 0.018018018018018
"orthoMCL4808" 6 22 2 1 0.018018018018018
"orthoMCL4809" 5.65685424949238 19 2 1 0.018018018018018
"orthoMCL4810" 5.65685424949238 11 2 1 0.018018018018018
"orthoMCL4811" 3.46410161513775 1 2 1 0.018018018018018
"orthoMCL4812" 0 0 2 1 0.018018018018018
"orthoMCL4813" 6.6332495807108 14 2 1 0.018018018018018
"orthoMCL4814" 0 0 2 1 0.018018018018018
"orthoMCL4815" 3.46410161513775 2 2 1 0.018018018018018
"orthoMCL4816" 0 0 2 1 0.018018018018018
"orthoMCL4817" 0 0 2 1 0.018018018018018
"orthoMCL4818" 0 0 2 1 0.018018018018018
"orthoMCL4819" 3.46410161513775 2 2 1 0.018018018018018
"orthoMCL4820" 0 0 2 1 0.018018018018018
"orthoMCL4821" 0 0 2 1 0.018018018018018
"orthoMCL4822" 0 0 2 1 0.018018018018018
"orthoMCL4823" 3.46410161513775 2 2 1 0.018018018018018
"orthoMCL4824" 2.82842712474619 1 2 1 0.018018018018018
"orthoMCL4825" 2.82842712474619 1 2 1 0.018018018018018
"orthoMCL4826" 2.82842712474619 2 2 1 0.018018018018018
"orthoMCL4827" 2.82842712474619 2 2 1 0.018018018018018
"orthoMCL4828" 2.82842712474619 2 2 1 0.018018018018018
"orthoMCL4829" 0 0 2 1 0.018018018018018
"orthoMCL4830" 2.82842712474619 2 2 1 0.018018018018018
"orthoMCL4831" 2.82842712474619 2 2 1 0.018018018018018
"orthoMCL4832" 2.82842712474619 2 2 1 0.018018018018018
"orthoMCL4833" 0 0 2 1 0.018018018018018
"orthoMCL4834" 3.46410161513775 18 2 1 0.018018018018018
"orthoMCL4835" 0 0 2 1 0.018018018018018
"orthoMCL4836" 2.82842712474619 2 2 1 0.018018018018018
"orthoMCL4837" 5.29150262212918 3 2 1 0.018018018018018
"orthoMCL4838" 2.82842712474619 2 2 1 0.018018018018018
"orthoMCL4839" 2.82842712474619 2 2 1 0.018018018018018
"orthoMCL4840" 2.82842712474619 2 2 1 0.018018018018018
"orthoMCL4841" 2.82842712474619 2 2 1 0.018018018018018
"orthoMCL4842" 2.82842712474619 2 2 1 0.018018018018018
"orthoMCL4843" 2.82842712474619 2 2 1 0.018018018018018
"orthoMCL4844" 0 0 2 1 0.018018018018018
"orthoMCL4845" 2.82842712474619 2 2 1 0.018018018018018
"orthoMCL4846" 2.82842712474619 2 2 1 0.018018018018018
"orthoMCL4847" 2.82842712474619 2 2 1 0.018018018018018
"orthoMCL4848" 2.82842712474619 2 2 1 0.018018018018018
"orthoMCL4849" 2.82842712474619 2 2 1 0.018018018018018
"orthoMCL4850" 2.82842712474619 2 2 1 0.018018018018018
"orthoMCL4851" 2.82842712474619 2 2 1 0.018018018018018
"orthoMCL4852" 2.82842712474619 2 2 1 0.018018018018018
"orthoMCL4853" 2.82842712474619 2 2 1 0.018018018018018
"orthoMCL4854" 2.82842712474619 2 2 1 0.018018018018018
"orthoMCL4855" 2.82842712474619 2 2 1 0.018018018018018
"orthoMCL4856" 2.82842712474619 2 2 1 0.018018018018018
"orthoMCL4857" 4.47213595499958 0 2 1 0.018018018018018
"orthoMCL4858" 10.5830052442584 78 2 1 0.018018018018018
"orthoMCL4859" 2.82842712474619 2 2 1 0.018018018018018
"orthoMCL4860" 2.82842712474619 2 2 1 0.018018018018018
"orthoMCL4861" 0 0 2 1 0.018018018018018
"orthoMCL4862" 2.82842712474619 2 2 1 0.018018018018018
"orthoMCL4863" 2.82842712474619 2 2 1 0.018018018018018
"orthoMCL4864" 2.82842712474619 2 2 1 0.018018018018018
"orthoMCL4865" 2.82842712474619 2 2 1 0.018018018018018
"orthoMCL4866" 2.82842712474619 2 2 1 0.018018018018018
"orthoMCL4867" 2.82842712474619 2 2 1 0.018018018018018
"orthoMCL4868" 2.82842712474619 2 2 1 0.018018018018018
"orthoMCL4869" 2.82842712474619 2 2 1 0.018018018018018
"orthoMCL4870" 2.82842712474619 2 2 1 0.018018018018018
"orthoMCL4871" 2.82842712474619 2 2 1 0.018018018018018
"orthoMCL4872" 2.82842712474619 2 2 1 0.018018018018018
"orthoMCL4873" 0 0 2 1 0.018018018018018
"orthoMCL4874" 0 0 2 1 0.018018018018018
"orthoMCL4875" 2.82842712474619 2 2 1 0.018018018018018
"orthoMCL4876" 2.82842712474619 2 2 1 0.018018018018018
"orthoMCL4877" 2.82842712474619 2 2 1 0.018018018018018
"orthoMCL4878" 2.82842712474619 2 2 1 0.018018018018018
"orthoMCL4879" 2.82842712474619 2 2 1 0.018018018018018
"orthoMCL4880" 2.82842712474619 2 2 1 0.018018018018018
"orthoMCL4881" 2.82842712474619 2 2 1 0.018018018018018
"orthoMCL4882" 2.82842712474619 2 2 1 0.018018018018018
"orthoMCL4883" 2.82842712474619 2 2 1 0.018018018018018
"orthoMCL4884" 2.82842712474619 2 2 1 0.018018018018018
"orthoMCL4885" 2.82842712474619 2 2 1 0.018018018018018
"orthoMCL4886" 2.82842712474619 2 2 1 0.018018018018018
"orthoMCL4887" 2.82842712474619 2 2 1 0.018018018018018
"orthoMCL4888" 0 0 2 1 0.018018018018018
"orthoMCL4889" 2.82842712474619 2 2 1 0.018018018018018
"orthoMCL4890" 2.82842712474619 2 2 1 0.018018018018018
"orthoMCL4891" 2.82842712474619 2 2 1 0.018018018018018
"orthoMCL4892" 2.82842712474619 2 2 1 0.018018018018018
"orthoMCL4893" 0 0 2 1 0.018018018018018
"orthoMCL4894" 2.82842712474619 2 2 1 0.018018018018018
"orthoMCL4895" 2.82842712474619 2 2 1 0.018018018018018
"orthoMCL4896" 3.46410161513775 4 2 1 0.018018018018018
"orthoMCL4897" 2.82842712474619 2 2 1 0.018018018018018
"orthoMCL4898" 2.82842712474619 2 2 1 0.018018018018018
"orthoMCL4899" 0 0 2 1 0.018018018018018
"orthoMCL4900" 2.82842712474619 2 2 1 0.018018018018018
"orthoMCL4901" 2.82842712474619 2 2 1 0.018018018018018
"orthoMCL4902" 0 0 2 1 0.018018018018018
"orthoMCL4903" 2.82842712474619 2 2 1 0.018018018018018
"orthoMCL4904" 0 0 2 1 0.018018018018018
"orthoMCL4905" 2.82842712474619 2 2 1 0.018018018018018
"orthoMCL4906" 2.82842712474619 2 2 1 0.018018018018018
"orthoMCL4907" 2.82842712474619 2 2 1 0.018018018018018
"orthoMCL4908" 2.82842712474619 2 2 1 0.018018018018018
"orthoMCL4909" 2.82842712474619 2 2 1 0.018018018018018
"orthoMCL4910" 0 0 2 1 0.018018018018018
"orthoMCL4911" 2.82842712474619 2 2 1 0.018018018018018
"orthoMCL4912" 2.82842712474619 2 2 1 0.018018018018018
"orthoMCL4913" 2.82842712474619 2 2 1 0.018018018018018
"orthoMCL4914" 2.82842712474619 2 2 1 0.018018018018018
"orthoMCL4915" 2.82842712474619 2 2 1 0.018018018018018
"orthoMCL4916" 2.82842712474619 2 2 1 0.018018018018018
"orthoMCL4917" 2.82842712474619 2 2 1 0.018018018018018
"orthoMCL4918" 2.82842712474619 2 2 1 0.018018018018018
"orthoMCL4919" 0 0 2 1 0.018018018018018
"orthoMCL4920" 2.82842712474619 2 2 1 0.018018018018018
"orthoMCL4921" 2.82842712474619 2 2 1 0.018018018018018
"orthoMCL4922" 2.82842712474619 2 2 1 0.018018018018018
"orthoMCL4923" 2.82842712474619 2 2 1 0.018018018018018
"orthoMCL4924" 2.82842712474619 2 2 1 0.018018018018018
"orthoMCL4925" 2.82842712474619 2 2 1 0.018018018018018
"orthoMCL4926" 2.82842712474619 2 2 1 0.018018018018018
"orthoMCL4927" 2.82842712474619 2 2 1 0.018018018018018
"orthoMCL4928" 2.82842712474619 2 2 1 0.018018018018018
"orthoMCL4929" 2.82842712474619 2 2 1 0.018018018018018
"orthoMCL4930" 2.82842712474619 2 2 1 0.018018018018018
"orthoMCL4931" 2.82842712474619 2 2 1 0.018018018018018
"orthoMCL4932" 0 0 2 1 0.018018018018018
"orthoMCL4933" 2.82842712474619 1 2 1 0.018018018018018
"orthoMCL4934" 0 0 2 1 0.018018018018018
"orthoMCL4935" 0 0 2 1 0.018018018018018
"orthoMCL4936" 0 0 2 1 0.018018018018018
"orthoMCL4937" 0 0 2 1 0.018018018018018
"orthoMCL4938" 0 0 2 1 0.018018018018018
"orthoMCL4939" 0 0 2 1 0.018018018018018
"orthoMCL4940" 0 0 2 1 0.018018018018018
"orthoMCL4941" 0 0 2 1 0.018018018018018
"orthoMCL4942" 0 0 2 1 0.018018018018018
