"dist" "gap" "cnt" "max" "mean"
"orthoMCL1457" 26.4414639403189 1 5 2 0.0720720720720721
"orthoMCL1458" 39.0265214200868 0 6 3 0.0720720720720721
"orthoMCL1459" 14.5830052442584 22 3 4 0.0720720720720721
"orthoMCL1460" 0 0 2 7 0.0720720720720721
"orthoMCL1461" 69.9561492778694 55 5 4 0.0720720720720721
"orthoMCL1462" 0 0 1 8 0.0720720720720721
"orthoMCL1463" 61.1701149595358 0 7 2 0.0720720720720721
"orthoMCL1464" 0 0 1 8 0.0720720720720721
"orthoMCL1465" 202.592361012692 68 8 1 0.0720720720720721
"orthoMCL1466" 139.275610026595 63 8 1 0.0720720720720721
"orthoMCL1467" 116.926873819832 4 8 1 0.0720720720720721
"orthoMCL1468" 39.0265214200868 0 6 2 0.0720720720720721
"orthoMCL1469" 70.1465242289822 8 7 2 0.0720720720720721
"orthoMCL1470" 77.2902512121911 10 7 2 0.0720720720720721
"orthoMCL1471" 132.269766522807 12 8 1 0.0720720720720721
"orthoMCL1472" 140.41674126366 14 8 1 0.0720720720720721
"orthoMCL1473" 63.6375790621701 7 6 2 0.0720720720720721
"orthoMCL1474" 111.452717464054 20 7 2 0.0720720720720721
"orthoMCL1475" 39.0265214200868 0 6 2 0.0720720720720721
"orthoMCL1476" 84.7831517751085 0 8 1 0.0720720720720721
"orthoMCL1477" 86.0715810462129 8 7 2 0.0720720720720721
"orthoMCL1478" 102.971213047701 4 8 1 0.0720720720720721
"orthoMCL1479" 104.732059612147 12 8 1 0.0720720720720721
"orthoMCL1480" 59.3190501599707 0 7 2 0.0720720720720721
"orthoMCL1481" 38.9267453145575 0 6 2 0.0720720720720721
"orthoMCL1482" 38.9267453145575 0 6 2 0.0720720720720721
"orthoMCL1483" 38.9267453145575 0 6 2 0.0720720720720721
"orthoMCL1484" 70.6521230770707 64 5 3 0.0630630630630631
"orthoMCL1485" 22.2011126606292 31 3 4 0.0630630630630631
"orthoMCL1486" 23.5910544817584 27 4 2 0.0630630630630631
"orthoMCL1487" 0 0 1 7 0.0630630630630631
"orthoMCL1488" 0 0 1 7 0.0630630630630631
"orthoMCL1489" 0 0 1 7 0.0630630630630631
"orthoMCL1490" 35.9547519059599 33 4 4 0.0630630630630631
"orthoMCL1491" 16 2 4 2 0.0630630630630631
"orthoMCL1492" 0 0 1 7 0.0630630630630631
"orthoMCL1493" 92.6233078468534 52 6 2 0.0630630630630631
"orthoMCL1494" 43.6130368155727 2 6 2 0.0630630630630631
"orthoMCL1495" 74.5302805660237 5 6 2 0.0630630630630631
"orthoMCL1496" 59.3224857094873 52 5 2 0.0630630630630631
"orthoMCL1497" 0 0 1 7 0.0630630630630631
"orthoMCL1498" 50.9962571275405 4 6 2 0.0630630630630631
"orthoMCL1499" 40.5850574797679 21 5 2 0.0630630630630631
"orthoMCL1500" 16.6944173244759 39 3 5 0.0630630630630631
"orthoMCL1501" 11.3137084989848 0 4 3 0.0630630630630631
"orthoMCL1502" 11.3137084989848 0 4 3 0.0630630630630631
"orthoMCL1503" 11.3137084989848 0 4 3 0.0630630630630631
"orthoMCL1504" 53.0890345796345 2 6 2 0.0630630630630631
"orthoMCL1505" 41.854948544833 1 6 2 0.0630630630630631
"orthoMCL1506" 41.854948544833 1 6 2 0.0630630630630631
"orthoMCL1507" 11.3137084989848 0 4 3 0.0630630630630631
"orthoMCL1508" 38.5202076998023 75 4 3 0.0630630630630631
"orthoMCL1509" 53.0890345796345 4 6 2 0.0630630630630631
"orthoMCL1510" 39.0265214200868 0 6 2 0.0630630630630631
"orthoMCL1511" 39.0265214200868 0 6 2 0.0630630630630631
"orthoMCL1512" 26.4414639403189 1 5 2 0.0630630630630631
"orthoMCL1513" 53.0890345796345 4 6 2 0.0630630630630631
"orthoMCL1514" 39.0265214200868 0 6 2 0.0630630630630631
"orthoMCL1515" 33.9411254969543 4 5 2 0.0630630630630631
"orthoMCL1516" 16.0491590949056 2 4 2 0.0630630630630631
"orthoMCL1517" 26.4414639403189 0 5 2 0.0630630630630631
"orthoMCL1518" 11.3137084989848 0 4 2 0.0630630630630631
"orthoMCL1519" 25.3504083321315 6 4 3 0.0630630630630631
"orthoMCL1520" 15.0801595576037 22 3 3 0.0630630630630631
"orthoMCL1521" 40.6848335852972 0 6 2 0.0630630630630631
"orthoMCL1522" 14.5850574797679 1 4 3 0.0630630630630631
"orthoMCL1523" 10.9282032302755 2 3 5 0.0630630630630631
"orthoMCL1524" 0 0 1 7 0.0630630630630631
"orthoMCL1525" 46.5473646319707 10 5 3 0.0630630630630631
"orthoMCL1526" 8.29252873988395 3 3 4 0.0630630630630631
"orthoMCL1527" 27.4134846045141 1 5 3 0.0630630630630631
"orthoMCL1528" 0 0 1 7 0.0630630630630631
"orthoMCL1529" 35.247675542463 7 5 2 0.0630630630630631
"orthoMCL1530" 27.4134846045141 1 5 2 0.0630630630630631
"orthoMCL1531" 16.4852813742386 2 4 3 0.0630630630630631
"orthoMCL1532" 39.706013344398 0 6 2 0.0630630630630631
"orthoMCL1533" 0 0 1 7 0.0630630630630631
"orthoMCL1534" 0 0 2 6 0.0630630630630631
"orthoMCL1535" 0 0 1 7 0.0630630630630631
"orthoMCL1536" 106.276704314351 99 6 2 0.0630630630630631
"orthoMCL1537" 0 0 1 7 0.0630630630630631
"orthoMCL1538" 30.5870072371104 19 4 3 0.0630630630630631
"orthoMCL1539" 69.2886737435109 14 6 2 0.0630630630630631
"orthoMCL1540" 60.7114085580074 6 6 2 0.0630630630630631
"orthoMCL1541" 26.5372433048879 11 4 3 0.0630630630630631
"orthoMCL1542" 60.3626106491116 11 5 2 0.0630630630630631
"orthoMCL1543" 49.5402042823469 5 6 2 0.0630630630630631
"orthoMCL1544" 39.706013344398 0 6 2 0.0630630630630631
"orthoMCL1545" 5.65685424949238 1 3 4 0.0630630630630631
"orthoMCL1546" 17.1209558646301 2 4 3 0.0630630630630631
"orthoMCL1547" 53.4655669599044 5 6 2 0.0630630630630631
"orthoMCL1548" 22.3809642153911 5 4 4 0.0630630630630631
"orthoMCL1549" 0 0 1 7 0.0630630630630631
"orthoMCL1550" 11.3137084989848 10 3 5 0.0630630630630631
"orthoMCL1551" 2 1 2 4 0.0630630630630631
"orthoMCL1552" 2 0 2 5 0.0630630630630631
"orthoMCL1553" 4 0 3 4 0.0630630630630631
"orthoMCL1554" 23.5132607100434 0 5 2 0.0630630630630631
"orthoMCL1555" 26.4414639403189 0 5 2 0.0630630630630631
"orthoMCL1556" 38.9267453145575 0 6 2 0.0630630630630631
"orthoMCL1557" 38.9267453145575 0 6 2 0.0630630630630631
"orthoMCL1558" 5.65685424949238 0 3 3 0.0630630630630631
"orthoMCL1559" 74.511979842958 75 5 3 0.0630630630630631
"orthoMCL1560" 100.331716618518 36 6 2 0.0630630630630631
"orthoMCL1561" 25.1701149595358 0 5 2 0.0630630630630631
"orthoMCL1562" 25.1701149595358 0 5 3 0.0630630630630631
"orthoMCL1563" 35.9236669612932 8 5 2 0.0630630630630631
"orthoMCL1564" 10.5830052442584 10 3 5 0.0630630630630631
"orthoMCL1565" 25.1701149595358 0 5 2 0.0630630630630631
"orthoMCL1566" 0 0 1 7 0.0630630630630631
"orthoMCL1567" 0 0 1 7 0.0630630630630631
"orthoMCL1568" 0 0 1 7 0.0630630630630631
"orthoMCL1569" 36.4715490642567 5 5 3 0.0630630630630631
"orthoMCL1570" 0 0 1 7 0.0630630630630631
"orthoMCL1571" 66.5917352868118 13 6 2 0.0630630630630631
"orthoMCL1572" 0 0 2 5 0.0630630630630631
"orthoMCL1573" 0 0 2 5 0.0630630630630631
"orthoMCL1574" 0 0 1 7 0.0630630630630631
"orthoMCL1575" 7.48331477354788 35 2 6 0.0630630630630631
"orthoMCL1576" 0 0 1 7 0.0630630630630631
"orthoMCL1577" 0 0 1 7 0.0630630630630631
"orthoMCL1578" 25.5566029916248 16 4 2 0.0630630630630631
"orthoMCL1579" 30.4736012997662 4 5 2 0.0630630630630631
"orthoMCL1580" 43.1701149595358 1 6 2 0.0630630630630631
"orthoMCL1581" 8 2 3 4 0.0630630630630631
"orthoMCL1582" 17.6568542494924 3 4 2 0.0630630630630631
"orthoMCL1583" 16 1 4 3 0.0630630630630631
"orthoMCL1584" 46.9773623251812 2 6 2 0.0630630630630631
"orthoMCL1585" 4 2 2 6 0.0630630630630631
"orthoMCL1586" 27.3137084989848 2 5 2 0.0630630630630631
"orthoMCL1587" 15.4641016151378 0 4 2 0.0630630630630631
"orthoMCL1588" 8 2 3 5 0.0630630630630631
"orthoMCL1589" 0 0 2 6 0.0630630630630631
"orthoMCL1590" 0 0 1 7 0.0630630630630631
"orthoMCL1591" 0 0 1 7 0.0630630630630631
"orthoMCL1592" 2 1 2 6 0.0630630630630631
"orthoMCL1593" 47.8812265256054 15 5 3 0.0630630630630631
"orthoMCL1594" 4 0 3 3 0.0630630630630631
"orthoMCL1595" 4 0 3 5 0.0630630630630631
"orthoMCL1596" 0 0 1 7 0.0630630630630631
"orthoMCL1597" 0 0 2 6 0.0630630630630631
"orthoMCL1598" 0 0 2 6 0.0630630630630631
"orthoMCL1599" 0 0 2 5 0.0630630630630631
"orthoMCL1600" 2.82842712474619 1 2 4 0.0630630630630631
"orthoMCL1601" 53.196689932246 9 6 2 0.0630630630630631
"orthoMCL1602" 57.200794403265 9 6 2 0.0630630630630631
"orthoMCL1603" 13.5930918196297 4 3 5 0.0630630630630631
"orthoMCL1604" 31.5132607100434 3 5 2 0.0630630630630631
"orthoMCL1605" 22.8845944417589 8 4 2 0.0630630630630631
"orthoMCL1606" 11.3137084989848 0 4 2 0.0630630630630631
"orthoMCL1607" 11.3137084989848 0 4 3 0.0630630630630631
"orthoMCL1608" 13.7566303550217 0 4 2 0.0630630630630631
"orthoMCL1609" 2 0 2 6 0.0630630630630631
"orthoMCL1610" 29.2022523189831 10 5 3 0.0630630630630631
"orthoMCL1611" 11.3137084989848 0 4 2 0.0630630630630631
"orthoMCL1612" 39.7671366480083 7 5 2 0.0630630630630631
"orthoMCL1613" 53.6457294760182 8 6 2 0.0630630630630631
"orthoMCL1614" 29.856406460551 1 5 3 0.0630630630630631
"orthoMCL1615" 29.2698910650651 3 5 2 0.0630630630630631
"orthoMCL1616" 56.4791320967586 9 6 2 0.0630630630630631
"orthoMCL1617" 29.6568542494924 2 5 2 0.0630630630630631
"orthoMCL1618" 63.6477817115277 6 6 2 0.0630630630630631
"orthoMCL1619" 29.6568542494924 2 5 3 0.0630630630630631
"orthoMCL1620" 42.2975752686441 39 5 2 0.0630630630630631
"orthoMCL1621" 33.9411254969543 4 5 2 0.0630630630630631
"orthoMCL1622" 52.9164260179542 5 6 2 0.0630630630630631
"orthoMCL1623" 27.4134846045141 1 5 3 0.0630630630630631
"orthoMCL1624" 111.776417316762 75 6 2 0.0630630630630631
"orthoMCL1625" 62.9116882454314 6 6 2 0.0630630630630631
"orthoMCL1626" 4 0 3 3 0.0630630630630631
"orthoMCL1627" 0 0 2 4 0.0630630630630631
"orthoMCL1628" 71.3350332389365 32 6 2 0.0630630630630631
"orthoMCL1629" 43.2698910650651 0 6 2 0.0630630630630631
"orthoMCL1630" 0 0 1 7 0.0630630630630631
"orthoMCL1631" 25.3504083321315 20 4 4 0.0630630630630631
"orthoMCL1632" 0 0 1 7 0.0630630630630631
"orthoMCL1633" 11.3137084989848 26 3 4 0.0630630630630631
"orthoMCL1634" 16.0491590949056 2 4 3 0.0630630630630631
"orthoMCL1635" 16.0491590949056 2 4 4 0.0630630630630631
"orthoMCL1636" 37.7761971056249 10 5 2 0.0630630630630631
"orthoMCL1637" 39.0265214200868 0 6 2 0.0630630630630631
"orthoMCL1638" 26.6491106406735 15 4 4 0.0630630630630631
"orthoMCL1639" 48.139676449527 20 5 3 0.0630630630630631
"orthoMCL1640" 44.0491590949056 1 6 2 0.0630630630630631
"orthoMCL1641" 26.9282032302755 0 5 3 0.0630630630630631
"orthoMCL1642" 0 0 1 7 0.0630630630630631
"orthoMCL1643" 0 0 1 7 0.0630630630630631
"orthoMCL1644" 0 0 1 7 0.0630630630630631
"orthoMCL1645" 39.0265214200868 0 6 2 0.0630630630630631
"orthoMCL1646" 64.0983181898113 1 7 1 0.0630630630630631
"orthoMCL1647" 85.2158321808981 18 7 1 0.0630630630630631
"orthoMCL1648" 95.822342453888 17 7 1 0.0630630630630631
"orthoMCL1649" 84.5840243609794 17 7 1 0.0630630630630631
"orthoMCL1650" 93.111153019268 16 7 1 0.0630630630630631
"orthoMCL1651" 34.3446110952742 3 5 2 0.0630630630630631
"orthoMCL1652" 124.840343238606 48 7 1 0.0630630630630631
"orthoMCL1653" 127.357658913863 70 7 1 0.0630630630630631
"orthoMCL1654" 121.618697652399 44 7 1 0.0630630630630631
"orthoMCL1655" 69.8233234744176 8 7 1 0.0630630630630631
"orthoMCL1656" 39.0265214200868 0 6 2 0.0630630630630631
"orthoMCL1657" 25.1701149595358 1 5 2 0.0630630630630631
"orthoMCL1658" 90.8353552067246 4 7 1 0.0630630630630631
"orthoMCL1659" 53.0890345796345 6 6 2 0.0630630630630631
"orthoMCL1660" 58.5397821301302 0 7 1 0.0630630630630631
"orthoMCL1661" 85.3852895451976 3 7 1 0.0630630630630631
"orthoMCL1662" 46.9773623251812 2 6 2 0.0630630630630631
"orthoMCL1663" 29.2022523189831 0 5 2 0.0630630630630631
"orthoMCL1664" 52.0175340244903 9 6 2 0.0630630630630631
"orthoMCL1665" 69.5307947345337 8 7 1 0.0630630630630631
"orthoMCL1666" 39.706013344398 0 6 2 0.0630630630630631
"orthoMCL1667" 57.5834444712702 5 6 2 0.0630630630630631
"orthoMCL1668" 82.5718804707842 7 7 1 0.0630630630630631
"orthoMCL1669" 86.9452715173235 9 7 1 0.0630630630630631
"orthoMCL1670" 80.7452923697122 6 7 1 0.0630630630630631
"orthoMCL1671" 38.9267453145575 0 6 2 0.0630630630630631
"orthoMCL1672" 38.9267453145575 0 6 2 0.0630630630630631
"orthoMCL1673" 86.902482590576 28 7 1 0.0630630630630631
"orthoMCL1674" 38.9267453145575 0 6 2 0.0630630630630631
"orthoMCL1675" 27.3137084989848 0 5 2 0.0630630630630631
"orthoMCL1676" 75.0917296853194 6 7 1 0.0630630630630631
"orthoMCL1677" 29.6568542494924 2 5 2 0.0630630630630631
"orthoMCL1678" 64.1980942953406 1 7 1 0.0630630630630631
"orthoMCL1679" 12.6491106406735 15 3 3 0.0540540540540541
"orthoMCL1680" 4 17 2 4 0.0540540540540541
"orthoMCL1681" 8 31 2 5 0.0540540540540541
"orthoMCL1682" 0 0 1 6 0.0540540540540541
"orthoMCL1683" 5.29150262212918 19 2 5 0.0540540540540541
"orthoMCL1684" 25.1701149595358 3 5 2 0.0540540540540541
"orthoMCL1685" 0 0 1 6 0.0540540540540541
"orthoMCL1686" 6.92820323027551 1 3 4 0.0540540540540541
"orthoMCL1687" 33.3565121056089 6 5 2 0.0540540540540541
"orthoMCL1688" 12.7556042372669 11 3 4 0.0540540540540541
"orthoMCL1689" 22.4243450670116 23 4 2 0.0540540540540541
"orthoMCL1690" 0 0 2 4 0.0540540540540541
"orthoMCL1691" 35.079986048388 60 4 2 0.0540540540540541
"orthoMCL1692" 19.5959179422654 16 4 2 0.0540540540540541
"orthoMCL1693" 35.2435905808406 2 5 2 0.0540540540540541
"orthoMCL1694" 44.3153873505651 21 5 2 0.0540540540540541
"orthoMCL1695" 36.9549285114295 6 5 2 0.0540540540540541
"orthoMCL1696" 0 0 1 6 0.0540540540540541
"orthoMCL1697" 22.6274169979695 6 4 2 0.0540540540540541
"orthoMCL1698" 11.3137084989848 0 4 2 0.0540540540540541
"orthoMCL1699" 16.0491590949056 1 4 2 0.0540540540540541
"orthoMCL1700" 16.0491590949056 2 4 2 0.0540540540540541
"orthoMCL1701" 25.1701149595358 2 5 2 0.0540540540540541
"orthoMCL1702" 11.3137084989848 0 4 3 0.0540540540540541
"orthoMCL1703" 5.65685424949238 1 3 3 0.0540540540540541
"orthoMCL1704" 11.3137084989848 0 4 3 0.0540540540540541
"orthoMCL1705" 16.6848335852972 2 4 2 0.0540540540540541
"orthoMCL1706" 11.3137084989848 0 4 2 0.0540540540540541
"orthoMCL1707" 11.3137084989848 0 4 2 0.0540540540540541
"orthoMCL1708" 29.2022523189831 0 5 2 0.0540540540540541
"orthoMCL1709" 26.4414639403189 1 5 2 0.0540540540540541
"orthoMCL1710" 11.3137084989848 0 4 2 0.0540540540540541
"orthoMCL1711" 25.1701149595358 2 5 2 0.0540540540540541
"orthoMCL1712" 11.3137084989848 0 4 2 0.0540540540540541
"orthoMCL1713" 33.9411254969543 5 5 2 0.0540540540540541
"orthoMCL1714" 16.0491590949056 2 4 2 0.0540540540540541
"orthoMCL1715" 27.2207319701595 0 5 2 0.0540540540540541
"orthoMCL1716" 0 0 1 6 0.0540540540540541
"orthoMCL1717" 6.92820323027551 2 3 3 0.0540540540540541
"orthoMCL1718" 26.4414639403189 0 5 2 0.0540540540540541
"orthoMCL1719" 5.65685424949238 1 3 4 0.0540540540540541
"orthoMCL1720" 11.3137084989848 0 4 2 0.0540540540540541
"orthoMCL1721" 5.65685424949238 1 3 4 0.0540540540540541
"orthoMCL1722" 19.5132607100434 2 4 2 0.0540540540540541
"orthoMCL1723" 18.6752041660657 50 3 4 0.0540540540540541
"orthoMCL1724" 3.46410161513775 18 2 3 0.0540540540540541
"orthoMCL1725" 3.46410161513775 18 2 4 0.0540540540540541
"orthoMCL1726" 0 0 2 3 0.0540540540540541
"orthoMCL1727" 2.82842712474619 4 2 4 0.0540540540540541
"orthoMCL1728" 9.65685424949238 3 3 3 0.0540540540540541
"orthoMCL1729" 38.2668127118008 5 5 2 0.0540540540540541
"orthoMCL1730" 37.7016905822294 6 5 2 0.0540540540540541
"orthoMCL1731" 16.4852813742386 2 4 2 0.0540540540540541
"orthoMCL1732" 10.7646646948835 6 3 3 0.0540540540540541
"orthoMCL1733" 0 0 1 6 0.0540540540540541
"orthoMCL1734" 0 0 1 6 0.0540540540540541
"orthoMCL1735" 19.985919946605 13 3 4 0.0540540540540541
"orthoMCL1736" 6.6332495807108 14 2 5 0.0540540540540541
"orthoMCL1737" 40.142570066407 4 5 2 0.0540540540540541
"orthoMCL1738" 24.190263816546 7 4 2 0.0540540540540541
"orthoMCL1739" 22.6969384566991 6 4 2 0.0540540540540541
"orthoMCL1740" 12.7556042372669 56 3 3 0.0540540540540541
"orthoMCL1741" 25.9493829893763 0 5 2 0.0540540540540541
"orthoMCL1742" 14.9578049010476 19 3 4 0.0540540540540541
"orthoMCL1743" 6.92820323027551 4 3 4 0.0540540540540541
"orthoMCL1744" 0 0 1 6 0.0540540540540541
"orthoMCL1745" 87.8936092786961 66 5 2 0.0540540540540541
"orthoMCL1746" 12.6491106406735 2 3 3 0.0540540540540541
"orthoMCL1747" 0 0 2 4 0.0540540540540541
"orthoMCL1748" 0 0 2 5 0.0540540540540541
"orthoMCL1749" 0 0 2 3 0.0540540540540541
"orthoMCL1750" 11.3137084989848 13 3 3 0.0540540540540541
"orthoMCL1751" 0 0 1 6 0.0540540540540541
"orthoMCL1752" 0 0 2 5 0.0540540540540541
"orthoMCL1753" 12.6491106406735 19 3 3 0.0540540540540541
"orthoMCL1754" 0 0 1 6 0.0540540540540541
"orthoMCL1755" 54.9695858225257 9 5 2 0.0540540540540541
"orthoMCL1756" 27.4134846045141 1 5 2 0.0540540540540541
"orthoMCL1757" 0 0 1 6 0.0540540540540541
"orthoMCL1758" 2 0 2 5 0.0540540540540541
"orthoMCL1759" 31.9561729203338 4 5 2 0.0540540540540541
"orthoMCL1760" 42.6482330188877 7 5 2 0.0540540540540541
"orthoMCL1761" 53.0729651230825 16 5 2 0.0540540540540541
"orthoMCL1762" 27.4134846045141 1 5 2 0.0540540540540541
"orthoMCL1763" 0 0 1 6 0.0540540540540541
"orthoMCL1764" 0 0 1 6 0.0540540540540541
"orthoMCL1765" 0 0 1 6 0.0540540540540541
"orthoMCL1766" 26.3416878347896 1 5 2 0.0540540540540541
"orthoMCL1767" 26.3416878347896 1 5 2 0.0540540540540541
"orthoMCL1768" 0 0 1 6 0.0540540540540541
"orthoMCL1769" 0 0 2 4 0.0540540540540541
"orthoMCL1770" 6.92820323027551 27 2 5 0.0540540540540541
"orthoMCL1771" 0 0 1 6 0.0540540540540541
"orthoMCL1772" 33.4655669599044 1 5 2 0.0540540540540541
"orthoMCL1773" 0 0 1 6 0.0540540540540541
"orthoMCL1774" 33.4655669599044 1 5 2 0.0540540540540541
"orthoMCL1775" 15.7886569354745 16 3 4 0.0540540540540541
"orthoMCL1776" 0 0 1 6 0.0540540540540541
"orthoMCL1777" 0 0 1 6 0.0540540540540541
"orthoMCL1778" 21.1660104885167 6 4 2 0.0540540540540541
"orthoMCL1779" 27.9944376132629 14 4 2 0.0540540540540541
"orthoMCL1780" 0 0 1 6 0.0540540540540541
"orthoMCL1781" 10.5830052442584 7 3 4 0.0540540540540541
"orthoMCL1782" 0 0 1 6 0.0540540540540541
"orthoMCL1783" 0 0 1 6 0.0540540540540541
"orthoMCL1784" 0 0 1 6 0.0540540540540541
"orthoMCL1785" 0 0 1 6 0.0540540540540541
"orthoMCL1786" 0 0 2 4 0.0540540540540541
"orthoMCL1787" 0 0 2 4 0.0540540540540541
"orthoMCL1788" 0 0 2 4 0.0540540540540541
"orthoMCL1789" 0 0 2 4 0.0540540540540541
"orthoMCL1790" 0 0 2 3 0.0540540540540541
"orthoMCL1791" 0 0 2 3 0.0540540540540541
"orthoMCL1792" 0 0 2 3 0.0540540540540541
"orthoMCL1793" 0 0 2 4 0.0540540540540541
"orthoMCL1794" 14.9666295470958 13 3 3 0.0540540540540541
"orthoMCL1795" 0 0 1 6 0.0540540540540541
"orthoMCL1796" 0 0 1 6 0.0540540540540541
"orthoMCL1797" 0 0 1 6 0.0540540540540541
"orthoMCL1798" 0 0 1 6 0.0540540540540541
"orthoMCL1799" 0 0 1 6 0.0540540540540541
"orthoMCL1800" 9.79795897113271 9 3 4 0.0540540540540541
"orthoMCL1801" 21.0571934347675 2 4 3 0.0540540540540541
"orthoMCL1802" 0 0 1 6 0.0540540540540541
"orthoMCL1803" 7.21110255092798 8 2 4 0.0540540540540541
"orthoMCL1804" 0 0 1 6 0.0540540540540541
"orthoMCL1805" 18.0652277746293 5 4 3 0.0540540540540541
"orthoMCL1806" 30.4736012997662 4 5 2 0.0540540540540541
"orthoMCL1807" 46.2399319336441 22 5 2 0.0540540540540541
"orthoMCL1808" 0 0 1 6 0.0540540540540541
"orthoMCL1809" 23.8271827158419 23 4 3 0.0540540540540541
"orthoMCL1810" 37.8921726899249 12 5 2 0.0540540540540541
"orthoMCL1811" 0 0 1 6 0.0540540540540541
"orthoMCL1812" 0 0 1 6 0.0540540540540541
"orthoMCL1813" 13.7566303550217 0 4 2 0.0540540540540541
"orthoMCL1814" 16.6848335852972 1 4 2 0.0540540540540541
"orthoMCL1815" 29.6568542494924 2 5 2 0.0540540540540541
"orthoMCL1816" 16 3 4 2 0.0540540540540541
"orthoMCL1817" 18.8284271247462 3 4 2 0.0540540540540541
"orthoMCL1818" 16 3 4 2 0.0540540540540541
"orthoMCL1819" 0 0 2 3 0.0540540540540541
"orthoMCL1820" 0 0 2 5 0.0540540540540541
"orthoMCL1821" 0 0 2 5 0.0540540540540541
"orthoMCL1822" 18.7009022650209 6 4 2 0.0540540540540541
"orthoMCL1823" 4 2 2 5 0.0540540540540541
"orthoMCL1824" 0 0 1 6 0.0540540540540541
"orthoMCL1825" 79.3256558638829 67 5 2 0.0540540540540541
"orthoMCL1826" 0 0 2 5 0.0540540540540541
"orthoMCL1827" 0 0 2 3 0.0540540540540541
"orthoMCL1828" 0 0 2 4 0.0540540540540541
"orthoMCL1829" 0 0 2 3 0.0540540540540541
"orthoMCL1830" 0 0 2 3 0.0540540540540541
"orthoMCL1831" 0 0 2 5 0.0540540540540541
"orthoMCL1832" 0 0 1 6 0.0540540540540541
"orthoMCL1833" 0 0 2 5 0.0540540540540541
"orthoMCL1834" 0 0 1 6 0.0540540540540541
"orthoMCL1835" 6.92820323027551 18 2 5 0.0540540540540541
"orthoMCL1836" 27.1793637774396 86 3 4 0.0540540540540541
"orthoMCL1837" 5.65685424949238 1 3 3 0.0540540540540541
"orthoMCL1838" 16.4852813742386 4 4 3 0.0540540540540541
"orthoMCL1839" 0 0 1 6 0.0540540540540541
"orthoMCL1840" 18.3923048454133 1 4 2 0.0540540540540541
"orthoMCL1841" 11.7726990347453 2 3 4 0.0540540540540541
"orthoMCL1842" 21.5112084745339 4 4 3 0.0540540540540541
"orthoMCL1843" 4 0 3 3 0.0540540540540541
"orthoMCL1844" 5.65685424949238 0 3 2 0.0540540540540541
"orthoMCL1845" 4 0 3 4 0.0540540540540541
"orthoMCL1846" 0 0 1 6 0.0540540540540541
"orthoMCL1847" 4 0 3 2 0.0540540540540541
"orthoMCL1848" 13.7566303550217 0 4 2 0.0540540540540541
"orthoMCL1849" 11.3137084989848 0 4 3 0.0540540540540541
"orthoMCL1850" 27.3137084989848 1 5 2 0.0540540540540541
"orthoMCL1851" 32.4797189875015 9 5 2 0.0540540540540541
"orthoMCL1852" 26.7029349911337 9 4 2 0.0540540540540541
"orthoMCL1853" 8 1 3 3 0.0540540540540541
"orthoMCL1854" 17.6568542494924 2 4 2 0.0540540540540541
"orthoMCL1855" 39.5979797464467 5 5 2 0.0540540540540541
"orthoMCL1856" 32.4797189875015 8 5 2 0.0540540540540541
"orthoMCL1857" 33.9411254969543 7 5 2 0.0540540540540541
"orthoMCL1858" 40.1193428561325 7 5 2 0.0540540540540541
"orthoMCL1859" 25.1701149595358 3 5 2 0.0540540540540541
"orthoMCL1860" 29.6568542494924 2 5 2 0.0540540540540541
"orthoMCL1861" 27.3137084989848 1 5 2 0.0540540540540541
"orthoMCL1862" 33.8885438199983 8 5 2 0.0540540540540541
"orthoMCL1863" 4.89897948556636 2 2 5 0.0540540540540541
"orthoMCL1864" 27.2207319701595 0 5 2 0.0540540540540541
"orthoMCL1865" 30.0491590949056 1 5 2 0.0540540540540541
"orthoMCL1866" 13.7566303550217 0 4 2 0.0540540540540541
"orthoMCL1867" 0 0 2 3 0.0540540540540541
"orthoMCL1868" 6.92820323027551 1 3 2 0.0540540540540541
"orthoMCL1869" 11.3137084989848 0 4 2 0.0540540540540541
"orthoMCL1870" 33.799348808433 57 4 3 0.0540540540540541
"orthoMCL1871" 0 0 2 5 0.0540540540540541
"orthoMCL1872" 27.2207319701595 0 5 2 0.0540540540540541
"orthoMCL1873" 24.4896560412618 28 4 2 0.0540540540540541
"orthoMCL1874" 6.6332495807108 14 2 5 0.0540540540540541
"orthoMCL1875" 0 0 2 4 0.0540540540540541
"orthoMCL1876" 0 0 2 4 0.0540540540540541
"orthoMCL1877" 63.4951702249384 47 5 2 0.0540540540540541
"orthoMCL1878" 16.0491590949056 3 4 3 0.0540540540540541
"orthoMCL1879" 6.92820323027551 5 3 3 0.0540540540540541
"orthoMCL1880" 59.9731404311237 31 5 2 0.0540540540540541
"orthoMCL1881" 16.0491590949056 2 4 2 0.0540540540540541
"orthoMCL1882" 16.6848335852972 2 4 3 0.0540540540540541
"orthoMCL1883" 45.4991567515324 11 5 2 0.0540540540540541
"orthoMCL1884" 0 0 1 6 0.0540540540540541
"orthoMCL1885" 42.9550755308394 17 5 2 0.0540540540540541
"orthoMCL1886" 11.3137084989848 0 4 3 0.0540540540540541
"orthoMCL1887" 0 0 1 6 0.0540540540540541
"orthoMCL1888" 2 0 2 5 0.0540540540540541
"orthoMCL1889" 3.46410161513775 3 2 5 0.0540540540540541
"orthoMCL1890" 0 0 1 6 0.0540540540540541
"orthoMCL1891" 0 0 1 6 0.0540540540540541
